readingdef_uid,machine,vendor,readingdef_name,canonical_role,is_evidence_signal,external_signal_type,external_signal_category,si_unit,mes_signal_type,mes_signal_category,mes_exclude_from_oee,matched_mes,unit_uid,unit_id
3a1debed-c75d-d6df-b7ca-cd6d8a8ceba5,Makine 6,Mitsubishi,RUN_STATUS_STOP__GetRunStopStatus,machine_mode,False,,,,,,False,True,3a1debed-c5e4-2f15-1576-2551d5f4bcbf,11
3a1debed-c778-2008-8254-1bd2f8fd5fd6,Makine 6,Mitsubishi,MagazineToolChange,stop_event,False,STOP,PLANNED,,STOP,PLANNED,False,True,3a1debed-c5e4-2f15-1576-2551d5f4bcbf,11
3a1debed-c793-2a4d-86d5-79dcecc7d28e,Makine 6,Mitsubishi,RUN_STATUS_PAUSE__GetRunPauseStatus,machine_mode,False,,,,,,False,True,3a1debed-c5e4-2f15-1576-2551d5f4bcbf,11
00000000-0000-0000-0000-000000000003,Makine 6,Mitsubishi,Manual Scrap,scrap,False,PROD_ERROR,,,PROD_ERROR,,False,True,3a1debed-c5e4-2f15-1576-2551d5f4bcbf,11
00000000-0000-0000-0000-000000000004,Makine 6,Mitsubishi,Manual Workorder,workorder,False,WORK_ORDER_NO,,,WORK_ORDER_NO,,False,True,3a1debed-c5e4-2f15-1576-2551d5f4bcbf,11
00000000-0000-0000-0000-000000000005,Makine 6,Mitsubishi,Manual Stock,stock,False,STOCK_NO,,,STOCK_NO,,False,True,3a1debed-c5e4-2f15-1576-2551d5f4bcbf,11
00000000-0000-0000-0000-000000000001,Makine 6,Mitsubishi,Undefined Stoppage,stop_event,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1debed-c5e4-2f15-1576-2551d5f4bcbf,11
3a1d144a-0e2a-ddda-485e-1e93f1f75d51,Makine 7,Mitsubishi,POWER_CONSUMPTION_M800A_SERVO_AXIS_IN_DRIVE_SYSTEM__GetPowerConsumptionM800(1),servo_power,True,PULSE_COUNT,,,PULSE_COUNT,,True,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e38-9893-c409-6323bd12a23e,Makine 7,Mitsubishi,POWER_CONSUMPTION_M800A_ENTIRE_DRIVE_SYSTEM__GetPowerConsumptionM800(1),servo_power,True,PULSE_COUNT,,,PULSE_COUNT,,True,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0f5f-74c1-f20b-c67d1c5df062,Makine 8,Mitsubishi,POWER_CONSUMPTION_M800A_SERVO_AXIS_IN_DRIVE_SYSTEM__GetPowerConsumptionM800(1),servo_power,True,PULSE_COUNT,,,PULSE_COUNT,,True,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f71-3624-9253-a3fc89c91cbf,Makine 8,Mitsubishi,POWER_CONSUMPTION_M800A_ENTIRE_DRIVE_SYSTEM__GetPowerConsumptionM800(1),servo_power,True,PULSE_COUNT,,,PULSE_COUNT,,True,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0d96-7ea4-bf1a-ee0c4e6f64d8,Makine 7,Mitsubishi,NEXT_DISTANCE_GetNextDistance(1),axis_position,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0db5-bc04-ed6d-12915fa5e6e2,Makine 7,Mitsubishi,TCP_MACHINE_POSITION__GetTCPMachinePosition(1),axis_position,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0dc5-a8cf-8d58-9af3eaa0a75c,Makine 7,Mitsubishi,TCP_WORK_POSITION__GetTCPWorkPosition(2),axis_position,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0df0-5c3b-4b6a-6ed94e60a055,Makine 7,Mitsubishi,"COMMAND_2__GetCommand2(EZNC_M, 1)",axis_position,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0d23-9b8f-f5cb-0f0c74c25b7d,Makine 7,Mitsubishi,RUN_STATUS_START__GetRunStartStatus,run_state,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0dff-b1be-1af3-359e4d896f27,Makine 7,Mitsubishi,Counter,counter,False,PULSE_COUNT,,,PULSE_COUNT,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0d5d-4604-ae18-97b82e16414a,Makine 7,Mitsubishi,RUN_STATUS_RESET__GetRunResetStatus,machine_mode,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0d6c-29b1-6119-698555d94bb4,Makine 7,Mitsubishi,RUN_STATUS_PAUSE__GetRunPauseStatus,machine_mode,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0d7a-7414-918d-308b81c1003f,Makine 7,Mitsubishi,SERVO_MOTOR_TEMPERATURE_M800__GetServoMotorTemperatureM800(1),servo_temp,True,,,,,,True,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0d89-0f61-5a83-510da9c69966,Makine 7,Mitsubishi,HEAD__GetHead,machine_mode,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0da4-f67e-8d72-b7694ede5551,Makine 7,Mitsubishi,POWER_CONSUMPTION_M800A_SPINDLE_IN_DRIVE_SYSTEM__GetPowerConsumptionM800(1),spindle_power,True,PULSE_COUNT,,,PULSE_COUNT,,True,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e6c-ab3f-62e8-77ea7ca1f7f6,Makine 7,Mitsubishi,PATH_LOAD_MODULE__GetPathLoadModule,path_load,True,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e7b-9f4e-0bf2-f5393d7894d3,Makine 7,Mitsubishi,NC_MODE__GetNcMode,machine_mode,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e8a-b05a-31fa-39d9bf8a8934,Makine 7,Mitsubishi,MagazineToolChange,stop_event,False,STOP,PLANNED,,STOP,PLANNED,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
00000000-0000-0000-0000-000000000005,Makine 2,Fanuc,Manual Stock,stock,False,STOCK_NO,,,STOCK_NO,,False,True,3a1d1435-0afb-41a7-2d12-5eb77c185258,5
3a1debd9-c30a-da9c-5c81-99da7780b2a4,Makine 4,Mitsubishi,HEAD__GetHead,machine_mode,False,,,,,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
3a1debd9-c321-90d7-a3db-2bb7e6962474,Makine 4,Mitsubishi,NC_MODE__GetNcMode,machine_mode,False,,,,,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
3a1debd9-c336-a5ad-1d83-eb9017d5540d,Makine 4,Mitsubishi,PATH_LOAD_MODULE__GetPathLoadModule,path_load,True,,,,,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
3a1debd9-c34b-ea27-2f17-0bc32c9529ca,Makine 4,Mitsubishi,RUN_STATUS_PAUSE__GetRunPauseStatus,machine_mode,False,,,,,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
3a1debd9-c360-1652-2e56-38ce7abd9976,Makine 4,Mitsubishi,MagazineToolChange,stop_event,False,STOP,PLANNED,,STOP,PLANNED,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000006,Makine 3,Fanuc,System Offline,stop_event,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1d8054-94bd-747d-0e30-05d4ca302199,8
3a1debd9-c376-826f-e87b-7947a490f0ef,Makine 4,Mitsubishi,RUN_STATUS_STOP__GetRunStopStatus,machine_mode,False,,,,,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000003,Makine 3,Fanuc,Manual Scrap,scrap,False,PROD_ERROR,,,PROD_ERROR,,False,True,3a1d8054-94bd-747d-0e30-05d4ca302199,8
3a1debd9-c38e-ee9b-8104-f2873d87f140,Makine 4,Mitsubishi,ProgramNo,program,False,STOCK_NO,,,STOCK_NO,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000004,Makine 3,Fanuc,Manual Workorder,workorder,False,WORK_ORDER_NO,,,WORK_ORDER_NO,,False,True,3a1d8054-94bd-747d-0e30-05d4ca302199,8
3a1debd9-c3a4-8811-efe2-abb8c34e04e8,Makine 4,Mitsubishi,Counter,counter,False,PULSE_COUNT,,,PULSE_COUNT,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000005,Makine 3,Fanuc,Manual Stock,stock,False,STOCK_NO,,,STOCK_NO,,False,True,3a1d8054-94bd-747d-0e30-05d4ca302199,8
00000000-0000-0000-0000-000000000001,Makine 3,Fanuc,Undefined Stoppage,stop_event,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1d8054-94bd-747d-0e30-05d4ca302199,8
3a1debd9-42a2-196d-44c5-72f27c7109c8,Makine 5,Fanuc,PIECES_PRODUCED_TOTAL,production_count,False,COUNT,,Ad,COUNT,,False,True,3a1debd9-412d-74b3-b3f9-832a50f89a94,9
3a1debd9-4229-54df-491d-5fec368971cb,Makine 5,Fanuc,ProgramNo,program,False,STOCK_NO,,,STOCK_NO,,False,True,3a1debd9-412d-74b3-b3f9-832a50f89a94,9
3a1debd9-42bf-2104-31b4-487b36df6757,Makine 5,Fanuc,STATINFO_RUN,run_state,False,,,,,,False,True,3a1debd9-412d-74b3-b3f9-832a50f89a94,9
3a1debd9-42e5-3773-e8d7-e66c14e5f032,Makine 5,Fanuc,IsNotRunning,run_state,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1debd9-412d-74b3-b3f9-832a50f89a94,9
3a1d144a-0e5d-9645-3e8d-300f898940b0,Makine 7,Mitsubishi,RUN_STATUS_STOP__GetRunStopStatus,machine_mode,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0de2-9b82-e34f-09716a87ee40,Makine 7,Mitsubishi,RUN_TIME__GetRunTime,run_time,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e0c-1517-134e-94580044b98d,Makine 7,Mitsubishi,PROGRAM_POSITION_3__GetProgramPosition3(2),axis_position,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e1c-173e-940f-c33bf36e5749,Makine 7,Mitsubishi,CYCLE_TIME_M800__GetCycleTimeM800,cycle_time,True,STOCK_CYCLE,,,STOCK_CYCLE,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e4d-92cf-fc7d-fe18c4edb7d3,Makine 7,Mitsubishi,PROGRAM_NUMBER_2__GetProgramNumber2(EZNC_MAINPRG),program,False,STOCK_NO,,,STOCK_NO,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d8054-95eb-2cd3-e5e4-0494d8ab6d83,Makine 3,Fanuc,PIECES_PRODUCED,production_count,False,,,,,,False,True,3a1d8054-94bd-747d-0e30-05d4ca302199,8
3a1debd9-c400-3534-e396-307cf1f66870,Makine 4,Mitsubishi,RUN_STATUS_START__GetRunStartStatus,run_state,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000002,Makine 4,Mitsubishi,Test Production,test_prod,False,TEST_PROD,,,TEST_PROD,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000006,Makine 4,Mitsubishi,System Offline,stop_event,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000003,Makine 4,Mitsubishi,Manual Scrap,scrap,False,PROD_ERROR,,,PROD_ERROR,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000004,Makine 4,Mitsubishi,Manual Workorder,workorder,False,WORK_ORDER_NO,,,WORK_ORDER_NO,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000001,Makine 4,Mitsubishi,Undefined Stoppage,stop_event,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
00000000-0000-0000-0000-000000000006,Makine 5,Fanuc,System Offline,stop_event,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1debd9-412d-74b3-b3f9-832a50f89a94,9
3a1d144a-0d4a-5f9d-852f-9f9ed0078021,Makine 7,Mitsubishi,START_TIME__GetStartTime,run_time,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0e99-691b-1906-da5e5ce30e21,Makine 7,Mitsubishi,PROGRAM_POSITION_3__GetProgramPosition3(1),axis_position,False,,,,,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1d144a-0ea8-c1ac-502e-8aed5a787fa8,Makine 7,Mitsubishi,ProgramNo,program,False,STOCK_NO,,,STOCK_NO,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
00000000-0000-0000-0000-000000000002,Makine 7,Mitsubishi,Test Production,test_prod,False,TEST_PROD,,,TEST_PROD,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
00000000-0000-0000-0000-000000000006,Makine 7,Mitsubishi,System Offline,stop_event,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
00000000-0000-0000-0000-000000000003,Makine 7,Mitsubishi,Manual Scrap,scrap,False,PROD_ERROR,,,PROD_ERROR,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
00000000-0000-0000-0000-000000000004,Makine 7,Mitsubishi,Manual Workorder,workorder,False,WORK_ORDER_NO,,,WORK_ORDER_NO,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
00000000-0000-0000-0000-000000000005,Makine 7,Mitsubishi,Manual Stock,stock,False,STOCK_NO,,,STOCK_NO,,False,True,3a1d144a-0d22-ba9f-884c-18b40551ebd0,6
3a1debf8-8533-9bb0-8c4e-7d79f361ae82,Makine 10,Fanuc,RUNNING_PROGRAM_NO,program,False,,,,,,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1debf8-8516-92b6-5cb1-7570ba134b0a,Makine 10,Fanuc,EXECUTION,machine_mode,False,,,,,,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1debf8-84f4-7b25-72ae-9f2e4f882c90,Makine 10,Fanuc,M30 Duruş,stop_event,False,STOP,PLANNED,,STOP,PLANNED,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1debf8-84d6-69aa-c0ff-d994d62fba90,Makine 10,Fanuc,PIECES_PRODUCED_TOTAL,production_count,False,COUNT,,Ad,COUNT,,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1debf8-84b3-4e5e-3ed8-c71981ad8ee3,Makine 10,Fanuc,STATINFO_RUN,run_state,False,,,,,,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1debf8-8449-3cdc-4249-3c12f18ce1f4,Makine 10,Fanuc,IsNotRunning,run_state,False,STOP,UNPLANNED,,STOP,UNPLANNED,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1debf8-85bb-0830-c46a-4606f1a15ba3,Makine 10,Fanuc,MagazineToolChange,stop_event,False,STOP,PLANNED,,STOP,PLANNED,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1eb3d6-38cc-79cb-d4f0-7ee63c3559d9,Makine 10,Fanuc,ALM_ARR_MSG,alarm,False,ALERT_ARRAY,,,ALERT_ARRAY,,False,True,3a1debf8-841b-af4f-b67c-4aab557e9668,12
3a1d144a-1056-37c9-c5b8-79ebd8a6a671,Makine 8,Mitsubishi,POWER_CONSUMPTION_M800A_SPINDLE_IN_DRIVE_SYSTEM__GetPowerConsumptionM800(1),spindle_power,True,PULSE_COUNT,,,PULSE_COUNT,,True,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f1c-ca1e-b157-96685d032273,Makine 8,Mitsubishi,SERVO_MOTOR_TEMPERATURE_M800__GetServoMotorTemperatureM800(1),servo_temp,True,,,,,,True,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0eb8-6e2f-361f-a96f08a17059,Makine 8,Mitsubishi,RUN_STATUS_STOP__GetRunStopStatus,machine_mode,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0ecc-9c49-2942-8aeb9d55ae34,Makine 8,Mitsubishi,MagazineToolChange,stop_event,False,STOP,PLANNED,,STOP,PLANNED,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0edd-79dc-7853-df1d0036fece,Makine 8,Mitsubishi,TCP_MACHINE_POSITION__GetTCPMachinePosition(1),axis_position,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f0b-69eb-f079-e7270419f9f1,Makine 8,Mitsubishi,RUN_STATUS_PAUSE__GetRunPauseStatus,machine_mode,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f2d-801e-613d-2e7300ce0eb8,Makine 8,Mitsubishi,PATH_LOAD_MODULE__GetPathLoadModule,path_load,True,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f3c-df7f-1ed0-64158221a5f4,Makine 8,Mitsubishi,NC_MODE__GetNcMode,machine_mode,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f4d-c133-2ac4-2dc7d884f53b,Makine 8,Mitsubishi,HEAD__GetHead,machine_mode,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f85-3fa6-dc9c-b0dd0f909c27,Makine 8,Mitsubishi,TCP_WORK_POSITION__GetTCPWorkPosition(2),axis_position,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0f98-73a9-05e6-5ba241191220,Makine 8,Mitsubishi,PROGRAM_POSITION_3__GetProgramPosition3(1),axis_position,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0faa-4160-dd45-6f9714c1e30b,Makine 8,Mitsubishi,PROGRAM_POSITION_3__GetProgramPosition3(2),axis_position,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0fbc-ea41-fad6-cd0275481a2b,Makine 8,Mitsubishi,PROGRAM_NUMBER_2__GetProgramNumber2(EZNC_MAINPRG),program,False,STOCK_NO,,,STOCK_NO,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0fce-169b-6196-3b80c7bc8aa2,Makine 8,Mitsubishi,START_TIME__GetStartTime,run_time,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-0fdf-c2b4-b20b-89a1995f2c7a,Makine 8,Mitsubishi,"COMMAND_2__GetCommand2(EZNC_M, 1)",axis_position,False,,,,,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1d144a-101a-85cc-e146-33dbca01eff4,Makine 8,Mitsubishi,CYCLE_TIME_M800__GetCycleTimeM800,cycle_time,True,STOCK_CYCLE,,,STOCK_CYCLE,,False,True,3a1d144a-0eb8-8b07-8466-41f170d828de,7
3a1debd9-c418-a63b-2e1f-54378680e0b0,Makine 4,Mitsubishi,TCP_MACHINE_POSITION__GetTCPMachinePosition(1),axis_position,False,,,,,,False,True,3a1debd9-c20c-53ca-b094-d32a1e422887,10
